0	2
1	1
2	1
3	2
4	2
5	2
6	2
7	1
8	0
9	2
10	2
11	1
12	0
13	2
14	1
15	2
16	2
17	1
18	1
19	2
20	2
21	1
22	2
23	1
24	1
25	1
26	0
27	2
28	1
29	1
30	2
31	2
32	1
33	2
34	1
35	2
36	1
37	1
38	2
39	2
40	2
41	2
42	1
43	2
44	2
45	1
46	2
47	2
48	2
49	1
50	2
51	0
52	2
53	0
54	1
55	2
56	1
57	2
58	2
59	2
60	0
61	1
62	0
63	2
64	2
65	2
66	1
67	2
68	1
69	2
70	1
71	1
72	2
73	0
74	1
75	1
76	2
77	2
78	2
79	2
80	1
81	2
82	2
83	2
84	1
85	0
86	1
87	1
88	2
89	1
90	1
91	2
92	1
93	2
94	0
95	0
96	2
97	1
98	0
99	1
100	2
101	1
102	2
103	0
104	1
105	2
106	1
107	2
108	2
109	2
110	2
111	2
112	0
113	1
114	1
115	1
116	2
117	2
118	2
119	2
120	1
121	1
122	1
123	0
124	1
125	2
126	2
127	1
128	1
129	1
130	1
131	1
132	1
133	1
134	2
135	1
136	2
137	0
138	0
139	2
140	0
141	2
142	1
143	1
144	2
145	1
146	2
147	1
148	0
149	1
150	1
151	2
152	1
153	1
154	2
155	1
156	2
157	1
158	1
159	2
160	2
161	2
162	1
163	2
164	2
165	2
166	2
167	1
168	0
169	2
170	2
171	2
172	1
173	1
174	1
175	0
176	1
177	2
178	2
179	1
180	1
181	1
182	2
183	0
184	2
185	1
186	2
187	1
188	2
189	0
190	2
191	1
192	2
193	1
194	2
195	2
196	2
197	1
198	2
199	0
200	2
201	1
202	1
203	0
204	2
205	1
206	1
207	0
208	1
209	0
210	2
211	0
212	1
213	0
214	0
215	2
216	2
217	1
218	1
219	2
220	1
221	1
222	2
223	2
224	2
225	2
226	2
227	2
228	1
229	1
230	2
231	2
232	2
233	2
234	0
235	1
236	2
237	2
238	1
239	2
240	1
241	2
242	1
243	1
244	2
245	2
246	2
247	1
248	1
249	2
250	1
251	1
252	2
253	1
254	2
255	1
256	2
257	2
258	2
259	0
260	2
261	0
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	2
270	1
271	0
272	2
273	1
274	1
275	1
276	1
277	2
278	1
279	0
280	2
281	0
282	2
283	2
284	1
285	1
286	1
287	1
288	1
289	1
290	2
291	2
292	1
293	2
294	1
295	2
296	1
297	1
298	1
299	2
300	2
301	1
302	2
303	2
304	2
305	1
306	2
307	1
308	1
309	2
310	2
311	2
312	0
313	1
314	2
315	1
316	2
317	2
318	1
319	2
320	2
321	2
322	1
323	2
324	2
325	1
326	2
327	2
328	2
329	2
330	2
331	1
332	2
333	0
334	2
335	1
336	1
337	2
338	2
339	2
340	1
341	0
342	1
343	2
344	1
345	2
346	1
347	1
348	1
349	2
350	2
351	0
352	2
353	2
354	2
355	1
356	0
357	0
358	0
359	2
360	1
361	2
362	2
363	0
364	1
365	1
366	1
367	1
368	1
369	1
370	2
371	2
372	1
373	1
374	1
375	2
376	1
377	2
378	2
379	1
380	2
381	1
382	1
383	2
384	1
385	1
386	1
387	2
388	1
389	2
390	1
391	1
392	2
393	1
394	1
395	2
396	0
397	1
398	1
399	2
400	2
401	2
402	1
403	2
404	1
405	1
406	2
407	0
408	1
409	2
410	0
411	2
412	2
413	1
414	1
415	1
416	1
417	2
418	1
419	1
420	1
421	2
422	1
423	1
424	1
425	1
426	1
427	2
428	2
429	2
430	0
431	2
432	0
433	1
434	1
435	1
436	2
437	2
438	1
439	2
440	1
441	1
442	2
443	1
444	1
445	1
446	1
447	1
448	1
449	0
450	0
451	0
452	2
453	1
454	1
455	2
456	2
457	1
458	2
459	2
460	1
461	2
462	2
463	2
464	2
465	1
466	2
467	2
468	2
469	1
470	2
471	2
472	0
473	2
474	2
475	1
476	2
477	2
478	1
479	1
480	1
481	2
482	1
483	1
484	1
485	2
486	2
487	1
488	2
489	2
490	1
491	1
492	0
493	2
494	2
495	1
496	1
497	2
498	0
499	2
500	2
501	2
502	2
503	1
504	2
505	2
506	0
507	2
508	1
509	1
510	0
511	2
512	1
513	2
514	1
515	1
516	1
517	1
518	1
519	0
520	0
521	1
522	0
523	1
524	2
525	2
526	0
527	0
528	1
529	2
530	1
531	1
532	1
533	2
534	1
535	1
536	2
537	2
538	1
539	1
540	1
541	1
542	2
543	1
544	1
545	1
546	1
547	1
548	2
549	2
550	1
551	1
552	1
553	2
554	1
555	1
556	2
557	2
558	2
559	1
560	2
561	1
562	1
563	1
564	0
565	2
566	2
567	1
568	1
569	2
570	1
571	2
572	2
573	2
574	1
575	2
576	0
577	2
578	1
579	2
580	2
581	1
582	2
583	1
584	2
585	1
586	0
587	2
588	1
589	1
590	1
591	1
592	1
593	0
594	1
595	2
596	1
597	2
598	0
599	2
600	1
601	1
602	0
603	2
604	1
605	1
606	2
607	2
608	1
609	1
610	1
611	1
612	1
613	0
614	2
615	1
616	2
617	1
618	1
619	1
620	0
621	1
622	1
623	1
624	2
625	1
626	2
627	1
628	2
629	2
630	1
631	2
632	1
633	1
634	2
635	1
636	1
637	2
638	1
639	1
640	1
641	2
642	1
643	1
644	1
645	1
646	2
647	2
648	2
649	0
650	2
651	1
652	1
653	2
654	2
655	2
656	2
657	2
658	2
659	0
660	1
661	2
662	1
663	1
664	1
665	1
666	1
667	2
668	1
669	0
670	1
671	2
672	2
673	2
674	1
675	2
676	2
677	2
678	0
679	0
680	1
681	1
682	1
683	1
684	2
685	1
686	2
687	2
688	1
689	2
690	1
691	2
692	1
693	1
694	1
695	1
696	2
697	1
698	1
699	1
700	0
701	1
702	1
703	0
704	2
705	1
706	1
707	1
708	2
709	2
710	2
711	0
712	0
713	0
714	1
715	1
716	0
717	1
718	1
719	1
720	1
721	2
722	2
723	1
724	1
725	2
726	1
727	1
728	2
729	0
730	2
731	2
